rank,time,athlete,club,category,competition_date,competition_type,competition_name,location,ligue,department,type,level,distance
71,33'36'',PITELET Patrice,Beaumont Athletique Club,M5M/62,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
72,33'50'',GUITTARD Thierry,Asptt Clermont Athletisme,M3M/70,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
73,34'00'',VIDAL Mathieu,Beaumont Athletique Club,M1M/84,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
74,34'11'',MASOTTI Philippe,Clermont-triathlon,M5M/61,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
75,34'15'',VINCK Dirk (Bel),Acfa,M5M/60,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
76,34'16'',LARDENOIS Thierry,As Romagnat,M5M/60,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
77,34'18'',MASSOT Fabien,Acfa,M3M/73,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
78,34'23'',CHATENET Florent,Fraternelle Chat.-gaillard,M2M/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
79,34'25'',CUSSAC Benoit,As Romagnat,M3M/73,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
80,34'26'',MARTRES Julien,Club Athletisme Loisir Riom,M2M/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
81,34'54'',PERNET Francis,Courir En Livradois Forez,M6M/59,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
82,35'25'',RIOU Gilles,Club Athletisme Loisir Riom,M5M/64,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
83,36'09'',DE MAGAHAES Mike,Fraternelle Chat.-gaillard,M2M/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
84,36'21'',AGARD Olivier,Acfa,M6M/59,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
85,37'05'',FAVY Michael,Asptt Clermont Athletisme,M2M/75,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
86,37'12'',BOREL Dominique,Nasatri,M5M/60,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
87,38'13'',POUPARD Bruno,Les Flammes Athletiques Chamal,M2M/77,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
88,39'36'',TORCHET Jean-Louis,Non Licencie(e),M5M/60,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
89,40'27'',MIROWSKI Vincent,Non Licencie(e),M3M/73,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
90,40'35'',CHAPUT Gilles,S/l As Montferrand,M6M/55,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
91,41'37'',CERCY Jean Louis,Acfa,M7M/54,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
92,44'06'',COLOMB Jean-Philippe,Puissance 3 Cournon,M2M/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
93,44'43'',HANS Jean-Christophe,Cuc Athletisme,M5M/60,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
94,44'50'',PERRIN Gerard,Les Flammes Athletiques Chamal,M7M/50,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
95,45'00'',BAGES Jean-Luc,Acfa,M6M/58,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
96,46'00'',JOB Daniel,Club Athletisme Loisir Riom,M7M/51,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
"Résultats Équipes | course 3 : ESF - SEF - MAF - TCF   1S/L ATHLETISME CLUB COURNON D'60pt 3 (725), 14 (2089), 21 (692), 22 (721)  2ACFA149pt 33 (1342), 34 (7), 38 (2085), 44 (9)  3LES FLAMMES ATHLETIQUES CHAMAL181pt 43 (520), 45 (494), 46 (495), 47 (1333)",1,60pt,2,181pt,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
1,25'10'',PARADAN Laure,S/l E. Ceyrat A.,SEF/96,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
2,25'22'',PETITJEAN Sabine,Clermont Auvergne Athletisme *,M3F/74,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
3,25'26'',SERRE Lea,S/l Athletisme Club Cournon D',SEF/99,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
4,25'30'',SARRON Julie,Club Athletisme Loisir Riom,SEF/96,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
5,25'30'',AURICHE Berengere,S/l E. Ceyrat A.,SEF/99,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
6,25'32'',PIRES Manon,S/l As Montferrand,SEF/96,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
7,26'09'',MOULIN Anne,Eveil Mendois Athletisme,SEF/92,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
8,26'39'',FEDLAOUI Estelle,S/l As Montferrand,SEF/91,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
9,26'40'',LECOMTE Claire,Asptt Clermont Athletisme,M2F/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
10,26'43'',DISSEIX Marine,Asptt Clermont Athletisme,SEF/95,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
11,26'49'',ROY Adeline,Eveil Mendois Athletisme,M0F/86,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
12,27'36'',CHAILLOU Louise,S/l Stade Clermontois,SEF/98,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
13,27'43'',VERDIER Pauline,As Romagnat,SEF/92,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
14,27'51'',LEITNER Anna,S/l Athletisme Club Cournon D',SEF/00,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
15,28'02'',DELAMOUROUX Severine,Sport Nat Pays St-flour,M1F/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
16,28'03'',LABETOULE Sophie,Beaumont Athletique Club,M1F/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
17,28'11'',BUSSIERE Claire,Asptt Clermont Athletisme,SEF/95,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
18,28'20'',IMBERT Murielle,S/l As Montferrand,M2F/75,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
19,28'26'',BEYNEL Amelie,Clermont-triathlon,ESF/04,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
20,28'41'',POUTHIERS Perrine,Club Athletisme Loisir Riom,M0F/85,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
21,28'42'',CATEL Charlotte,S/l Athletisme Club Cournon D',M0F/85,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
22,28'48'',PUEL Fabienne,S/l Athletisme Club Cournon D',M2F/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
23,28'55'',DELOUCHE Aurelie,As Romagnat,M1F/82,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
24,29'03'',SUC Marion,S/l Athletisme Club Cournon D',SEF/97,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
25,29'20'',EYMARD Coline,Eveil Mendois Athletisme,SEF/98,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
26,29'41'',AUSTRUI Anne-Sophie,Union Sportive St Georges Les,M3F/74,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
27,29'53'',BENOIT Julie,Non Licencié(e),SEF/93,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
28,30'09'',CHEVALIER Fabienne,Clermont-triathlon,M4F/69,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
29,30'25'',COUPAT Christine,Cal Riom,M3F/73,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
30,30'48'',DE LAS MUELAS Carole-Anne,Union Sportive St Georges Les,M0F/88,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
31,31'01'',LOIZELEUR Jennifer,Puissance 3 Cournon,M2F/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
32,31'17'',SUC Sandrine,S/l Athletisme Club Cournon D',M4F/68,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
33,31'27'',DRISS Muriel,Acfa,M2F/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
34,31'34'',MERCAT Joanna (Pol),Acfa,M2F/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
35,31'45'',CHEYNOUX MARLIAC Claire,Beaumont Athletique Club,M3F/70,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
36,31'58'',FRERY Gwendoline,S/l Athletisme Club Cournon D',ESF/04,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
37,32'20'',PORTEFAIX Pauline,Cuc Athletisme,SEF/91,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
38,32'26'',CERCY Carole,Acfa,M2F/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
39,32'29'',SEPULVEDA Margaux,Sa Thiers,SEF/96,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
40,33'13'',HERBEZ Maelle,Club Athletisme Loisir Riom,SEF/01,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
41,33'17'',JARLIER Sylvie,Us Issoire,M3F/74,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
42,33'21'',TEYSSONNIER Chloe,Limagne-athletes-endurance,ESF/03,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
43,33'49'',GALVAING Aude,Les Flammes Athletiques Chamal,M1F/82,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
44,34'08'',VERMESCHE Sophie,Acfa,M4F/67,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
45,34'10'',KOPYCINSKA Marzena (Pol),Les Flammes Athletiques Chamal,M2F/77,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
46,34'39'',LAISNE Carole,Les Flammes Athletiques Chamal,M3F/74,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
47,34'47'',LE DUC Marie,Les Flammes Athletiques Chamal,SEF/91,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
48,35'17'',COLOMB Sylvia,Les Flammes Athletiques Chamal,M2F/76,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
49,35'21'',THUILLIER Severine,Us Issoire,M3F/72,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
50,35'55'',LENEGRE Isabelle,Les Flammes Athletiques Chamal,M4F/65,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
51,35'56'',DA CUNHA Laura,S/l Lempdes Athletisme Et Lois,ESF/04,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
"Résultats Équipes | Course 4 : ESM - SEM - M0 - TCM   1S/L AS MONTFERRAND24pt 2 (610), 3 (606), 8 (586), 11 (591)  2S/L STADE CLERMONTOIS37pt 1 (851), 6 (837), 9 (2014), 21 (825)  3S/L E. CEYRAT A.52pt 5 (1793), 10 (1695), 13 (1758), 24 (1693)  4NON LICENCIE(E)60pt 7 (1352), 12 (2078), 15 (2073), 26 (2141)  5ASPTT CLERMONT ATHLETISME116pt 14 (70), 22 (136), 31 (87), 49 (141)  Résultats Équipes | Course 4 : ESM - SEM - M0 -   - TCM   1ASPTT CLERMONT ATHLETISME112pt 13 (70), 21 (136), 30 (87), 48 (141)  2NON LICENCIE(E)56pt 6 (1352), 11 (2078), 14 (2073), 25 (2141)  3S/L E. CEYRAT A.48pt 4 (1793), 9 (1695), 12 (1758), 23 (1693)  4S/L STADE CLERMONTOIS34pt 1 (851), 5 (837), 8 (2014), 20 (825)  5S/L AS MONTFERRAND34pt 2 (610), 7 (586), 10 (591), 15 (607)",1,24pt,2,52pt,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
1,26'43'',MICHEL Louis,S/l Stade Clermontois,ESM/04,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
2,27'32'',COURJAL Sulian,S/l As Montferrand,M0M/86,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
3,27'37'',COCHIN Leo,S/l As Montferrand,SEM/99,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
4,27'44'',DEMURE Fabien,Rando Trail Mauriac,M0M/87,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
5,27'54'',PEIXOTO Jeremy,S/l E. Ceyrat A.,SEM/90,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
6,28'08'',GENTIL Tanguy,S/l Stade Clermontois,ESM/03,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
7,28'12'',JAILLARD Arnaud,Non Licencie(e),SEM/90,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
8,28'16'',BERTHIAUD Gwenael,S/l As Montferrand,M0M/85,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
9,28'34'',GLEYZE Alexandre,S/l Stade Clermontois,ESM/02,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
10,28'55'',GUINARD Remi,S/l E. Ceyrat A.,SEM/95,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
11,28'59'',BOREL Hugo,S/l As Montferrand,SEM/90,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
12,29'01'',PAGES Maxime,Non Licencie(e),M0M/86,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
13,29'05'',CAUSSE Pierre,S/l E. Ceyrat A.,SEM/95,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
14,29'10'',FADI Vincent,Asptt Clermont Athletisme,M0M/87,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
15,29'18'',PIANNEZZOLA Florent,Non Licencie(e),SEM/96,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
16,29'19'',COCQUET Barnabe,S/l As Montferrand,SEM/99,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
17,29'20'',VIGNON Guillaume,S/l As Montferrand,SEM/95,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
18,29'31'',CHAGNON Benoit,S/l E. Ceyrat A.,M0M/89,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
19,29'36'',THEBAULT Pierre-Marie,Clermont Auvergne Athletisme *,SEM/97,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
20,29'46'',BARRIER Pierre-Nicolas,Volvic Natura Trail,SEM/95,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
21,29'55'',CHEVALIER Julien,S/l Stade Clermontois,ESM/04,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
22,29'58'',TANNEAU Victor,Asptt Clermont Athletisme,ESM/02,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
23,30'01'',BONTEMPS Clement,Non Licencié(e),SEM/94,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
24,30'02'',DUBOIS Lucas,S/l E. Ceyrat A.,SEM/97,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
25,30'15'',CONVERTINI Lucas,S/l Stade Clermontois,SEM/98,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
26,30'22'',MAYNADIE Brice,Non Licencie(e),M0M/86,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
27,30'40'',POURRET Clement,S/l E. Ceyrat A.,SEM/98,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
28,30'42'',PERNET Cedric,S/l As Montferrand,SEM/93,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
29,30'43'',BRIGAUD Alexis,S/l E. Ceyrat A.,ESM/02,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
30,30'53'',LE BOBINNEC - LABRUY Benoit,Club Athletisme Loisir Riom,SEM/90,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
31,31'06'',GUILLAUME Pierre,Asptt Clermont Athletisme,ESM/04,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
32,31'06'',KHALIL Mounir,S/l Athletisme Club Cournon D',M0M/89,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
33,31'23'',REIFF Remi,S/l Athletisme Club Cournon D',SEM/90,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
34,31'31'',VENS Antoine,S/l Eveil Mendois Acm,SEM/93,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
35,31'45'',ROUSSEAU Gregoire,S/l E. Ceyrat A.,SEM/97,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
36,31'48'',BOITEUX Quentin,Non Licencie(e),SEM/98,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
37,31'54'',AUSTRUI Marius,Union Sportive St Georges Les,SEM/00,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
38,31'55'',BEAUGER Alexandre,Clermont Auvergne Athletisme *,SEM/95,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
39,32'02'',LEVEQUE Romain,S/l As Montferrand,SEM/01,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
40,32'04'',PASSEMARD Paul,Clermont-triathlon,SEM/93,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
41,32'05'',NADIR Yanisse,S/l As Montferrand,M0M/89,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
42,32'13'',VEYSSEYRE Baptiste,S/l E. Ceyrat A.,M0M/88,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
43,32'16'',MORILHAT Tom,Sa Thiers,ESM/02,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
44,32'40'',QUERE Thibault,Nasatri,SEM/91,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
45,32'44'',THIRY Guillaume,Volvic Natura Trail,M0M/89,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
46,32'48'',MALLET Gaetan,As Romagnat,SEM/92,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
47,32'56'',DE VATHAIRE Matthieu,Nasatri,SEM/92,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
48,32'57'',MAZOT Tony,Mcm,SEM/91,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
49,33'15'',VILLARD Paul,Asptt Clermont Athletisme,ESM/02,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
50,33'30'',SOLE Paul,Union Sportive St Georges Les,SEM/01,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
51,33'32'',GOUT Johan,Volvic Natura Trail,M0M/88,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
52,33'33'',MASSOULLIE Gregoire,Non Licencie(e),M0M/86,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
53,33'35'',RELIANT Damien,Non Licencié(e),M0M/85,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
54,33'51'',LUDCHER Olivier,Non Licencie(e),M0M/86,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
55,33'58'',PERICHON Loic,Cuc Athletisme,SEM/95,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
56,34'02'',MICHOUD Clement,S/l As Montferrand,SEM/90,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
57,34'03'',PIOLE Jean,Nasatri,SEM/94,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
58,34'14'',CAUX Fabien,Dac Reims*,SEM/95,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
59,34'26'',GUIRY Iswar,Les Flammes Athletiques Chamal,M0M/86,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
60,34'30'',GALISSARD Theo,Non Licencié(e),SEM/95,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
61,34'46'',LEJEUNE David,S/l E. Ceyrat A.,SEM/91,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
62,34'53'',PIRES Sebastien,Sa Thiers,M0M/85,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
63,35'32'',RASCHEL Evan,Les Flammes Athletiques Chamal,M0M/85,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
64,35'47'',PEYRAT Remi,Cuc Athletisme,SEM/97,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
65,35'56'',POINTUD Valentin,Us Issoire,SEM/95,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
66,36'48'',PAULIAC Sylvain,Beaumont Athletique Club,SEM/91,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
67,37'11'',SAHUT Bruno,S/l E. Ceyrat A.,SEM/94,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
68,37'30'',MAUSSANG Adrien,S/l E. Ceyrat A.,SEM/90,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
69,37'58'',BAUDENON Julien,Non Licencié(e),M0M/85,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
70,38'11'',BRANDELY Maxime,Non Licencie(e),SEM/92,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
71,39'34'',MAGNIER Denis,Fraternelle Chat.-gaillard,M0M/89,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
72,40'39'',RAECKELBOOM Alexi,Us Issoire,SEM/98,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
"Résultats Équipes | Course 5 : JUF - CAM  - TC   1S/L STADE CLERMONTOIS13pt 1 (821), 2 (817), 4 (867), 6 (812)",1,13pt,,,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
1,13'34'',CHAMALOT Romeo,S/l Stade Clermontois,CAM/07,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
2,13'50'',BOUGEROL Baptiste,S/l Stade Clermontois,CAM/07,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
3,14'01'',SALAZAR Corentin,S/l Athletisme Club Cournon D',CAM/07,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
4,14'11'',SOURGEN Nino,S/l Stade Clermontois,CAM/07,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
5,14'11'',CHARTOIRE Evan,S/l Athletisme Club Cournon D',CAM/07,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
6,14'12'',AUSTRUI Louis,S/l Stade Clermontois,CAM/08,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
7,14'27'',CHARTOIRE Mathis,S/l Athletisme Club Cournon D',CAM/07,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
8,14'30'',BRINGER Antonin,S/l Stade Clermontois,CAM/08,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
9,14'30'',DE CASO GARCIA Timeo,S/l Stade Clermontois,CAM/08,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
10,14'57'',CHAMARRE Timothee,S/l Stade Clermontois,CAM/07,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
11,14'58'',BENARD Evan,S/l Athletisme Club Cournon D',CAM/07,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
12,15'15'',SIREYJOL Titouan,Mag,CAM/08,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
13,15'39'',INGUIMBERT BROLIS Maxence,Non Licencie(e),CAM/07,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
14,16'08'',DORNIC Daphne,S/l Stade Clermontois,JUF/06,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
15,16'31'',SANCHEZ-VORS Tyssien,Mag,CAM/07,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
16,16'32'',FOURMON Nathanael,Non Licencie(e),CAM/08,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
,,,,,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
